,indices_behind_to_use_range,number_of_nearby_locations_to_use,hidden_layer_sizes,alpha,airlocation_id,nearby_airlocation_ids,prediction_type,error_results
1212,"range(0, 41, 2)",1.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 26.34083091102119, '24_ahead': 24.023163895478014, '35_ahead': 25.842197858882251, '13_ahead': 18.839545874794005, '2_ahead': 8.2611935093213074}"
1213,"range(0, 41, 2)",1.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.720098212308606, '24_ahead': 26.558328109758357, '35_ahead': 30.517493488983575, '13_ahead': 19.957745317233691, '2_ahead': 7.0027585070818921}"
1214,"range(0, 41, 2)",1.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.977243339748767, '24_ahead': 24.3173828670764, '35_ahead': 25.871024744723954, '13_ahead': 18.601753554489832, '2_ahead': 7.2432037678714902}"
1215,"range(0, 41, 2)",1.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.572777357221646, '24_ahead': 26.342211375921519, '35_ahead': 30.259751345068178, '13_ahead': 19.841463017241903, '2_ahead': 7.1227340651624251}"
1216,"range(0, 41, 2)",1.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.168317574849265, '24_ahead': 23.13541295171521, '35_ahead': 22.989060125667418, '13_ahead': 18.955295051097998, '2_ahead': 6.5767600773763739}"
1217,"range(0, 41, 2)",1.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.675697628650276, '24_ahead': 26.764562703910656, '35_ahead': 30.17892986405888, '13_ahead': 19.539814982301667, '2_ahead': 5.7746636754618335}"
1218,"range(0, 41, 2)",1.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.016466231010948, '24_ahead': 24.574934733820466, '35_ahead': 25.147785704905754, '13_ahead': 18.962225556689766, '2_ahead': 7.6596304018362371}"
1219,"range(0, 41, 2)",1.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.263705419604847, '24_ahead': 26.065417454758563, '35_ahead': 29.982891250798691, '13_ahead': 19.110195466906006, '2_ahead': 6.9708420037273306}"
1220,"range(0, 41, 2)",1.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.539032615447564, '24_ahead': 24.171284088964036, '35_ahead': 23.71038459387125, '13_ahead': 19.000892236884773, '2_ahead': 6.6572518917919492}"
1221,"range(0, 41, 2)",1.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.571692054570477, '24_ahead': 26.208929390363213, '35_ahead': 30.264024906795978, '13_ahead': 19.839786629825948, '2_ahead': 6.8219879653980922}"
1222,"range(0, 41, 2)",1.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.338045659104569, '24_ahead': 22.079633847670909, '35_ahead': 23.416348958351193, '13_ahead': 18.207509243965539, '2_ahead': 7.1793052842513783}"
1223,"range(0, 41, 2)",1.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.724201254479091, '24_ahead': 26.478255823112761, '35_ahead': 30.807523317873915, '13_ahead': 19.366091399120229, '2_ahead': 7.0401189708671641}"
1224,"range(0, 41, 2)",2.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 32.40849924496851, '24_ahead': 26.011376756839869, '35_ahead': 30.239498653183226, '13_ahead': 20.332967453664466, '2_ahead': 9.3221491621165633}"
1225,"range(0, 41, 2)",2.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.789605871549277, '24_ahead': 26.747018791721359, '35_ahead': 30.514913920585464, '13_ahead': 19.845707287826293, '2_ahead': 8.6285063417393442}"
1226,"range(0, 41, 2)",2.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.031403102641406, '24_ahead': 29.977076680560764, '35_ahead': 32.39895218534793, '13_ahead': 26.644483830673543, '2_ahead': 20.689784699701434}"
1227,"range(0, 41, 2)",2.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.168565964745515, '24_ahead': 26.561327295877277, '35_ahead': 28.792781213168471, '13_ahead': 19.796463056689959, '2_ahead': 8.019810551126243}"
1228,"range(0, 41, 2)",2.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.765699533079065, '24_ahead': 27.070747499821991, '35_ahead': 30.653028724514314, '13_ahead': 20.013704249011827, '2_ahead': 7.8039557837526798}"
1229,"range(0, 41, 2)",2.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.970774274823363, '24_ahead': 30.285092739997474, '35_ahead': 32.278764621409067, '13_ahead': 25.727669054096786, '2_ahead': 20.819135637792815}"
1230,"range(0, 41, 2)",2.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.944394254646493, '24_ahead': 26.003164872345604, '35_ahead': 28.732147562524446, '13_ahead': 19.852188742376736, '2_ahead': 8.7489165610446822}"
1231,"range(0, 41, 2)",2.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.811158213634691, '24_ahead': 26.967552550122594, '35_ahead': 30.200997707735954, '13_ahead': 20.051277402055945, '2_ahead': 7.5311969578331572}"
1232,"range(0, 41, 2)",2.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.327853496977696, '24_ahead': 30.262290979629007, '35_ahead': 32.661313410584661, '13_ahead': 26.716951269082106, '2_ahead': 20.732633907257526}"
1233,"range(0, 41, 2)",2.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 32.141382423773123, '24_ahead': 26.878873621910554, '35_ahead': 29.377073524182521, '13_ahead': 21.011376700181561, '2_ahead': 8.3326351246020813}"
1234,"range(0, 41, 2)",2.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.579722796805633, '24_ahead': 26.35281606668795, '35_ahead': 30.021426316831981, '13_ahead': 22.82721147855737, '2_ahead': 8.1686471057721484}"
1235,"range(0, 41, 2)",2.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.972423148807657, '24_ahead': 30.055724190824709, '35_ahead': 32.293651063518844, '13_ahead': 26.005492387203567, '2_ahead': 20.274638138395037}"
1236,"range(0, 41, 2)",2.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 27.672301557789172, '24_ahead': 23.52623145820662, '35_ahead': 25.373677111343671, '13_ahead': 18.124870496825132, '2_ahead': 6.7670809412283273}"
1237,"range(0, 41, 2)",2.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.267135505173222, '24_ahead': 26.469764376797961, '35_ahead': 29.78945160839017, '13_ahead': 19.212800338246488, '2_ahead': 5.6789578952909219}"
1238,"range(0, 41, 2)",2.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.07931623661451, '24_ahead': 28.904201491409008, '35_ahead': 31.612827764703198, '13_ahead': 25.182537976838894, '2_ahead': 19.82569720198801}"
1239,"range(0, 41, 2)",2.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.853568929292543, '24_ahead': 24.570880758183474, '35_ahead': 26.210809712544613, '13_ahead': 19.204759200474044, '2_ahead': 7.0919535572795418}"
1240,"range(0, 41, 2)",2.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.597203581116695, '24_ahead': 26.953555707631203, '35_ahead': 30.469506031240496, '13_ahead': 19.809646922360244, '2_ahead': 5.6488234739460665}"
1241,"range(0, 41, 2)",2.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.788292132265973, '24_ahead': 29.605661226955387, '35_ahead': 32.144847799102308, '13_ahead': 25.502998605999959, '2_ahead': 19.739188050889851}"
1242,"range(0, 41, 2)",2.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.834367013853502, '24_ahead': 23.064436778796221, '35_ahead': 26.097093531694281, '13_ahead': 18.529559548549233, '2_ahead': 7.1343405528750878}"
1243,"range(0, 41, 2)",2.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.872084094404613, '24_ahead': 26.084692687822724, '35_ahead': 30.208010573132974, '13_ahead': 18.88431216464771, '2_ahead': 5.5069711682184455}"
1244,"range(0, 41, 2)",2.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.761923800155692, '24_ahead': 30.082972784644575, '35_ahead': 32.423704643224347, '13_ahead': 26.064393121736867, '2_ahead': 20.138950241191438}"
1245,"range(0, 41, 2)",2.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.795596230149489, '24_ahead': 25.246850018252147, '35_ahead': 25.563662824182146, '13_ahead': 19.525328914903145, '2_ahead': 7.4638880144738913}"
1246,"range(0, 41, 2)",2.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.620459658308377, '24_ahead': 26.451781637736097, '35_ahead': 30.195741260518595, '13_ahead': 19.780359362787681, '2_ahead': 6.056469024498921}"
1247,"range(0, 41, 2)",2.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.112252545831545, '24_ahead': 29.568851666343239, '35_ahead': 32.042334708928458, '13_ahead': 25.469082560700926, '2_ahead': 20.562531363532095}"
1248,"range(0, 41, 2)",2.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.093949341274353, '24_ahead': 23.12631215083044, '35_ahead': 23.091240591194715, '13_ahead': 18.838593983540218, '2_ahead': 6.3345030436241023}"
1249,"range(0, 41, 2)",2.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.661818656202151, '24_ahead': 26.156806028049942, '35_ahead': 29.843310763504572, '13_ahead': 19.199050191938589, '2_ahead': 6.0516274307565912}"
1250,"range(0, 41, 2)",2.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.462294228927561, '24_ahead': 30.03667121270329, '35_ahead': 32.274360572756279, '13_ahead': 25.935327943718718, '2_ahead': 20.405929205220286}"
1251,"range(0, 41, 2)",2.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 23.638881419723607, '24_ahead': 23.835561101123911, '35_ahead': 22.386407059440064, '13_ahead': 18.093230954071068, '2_ahead': 6.7875421963689391}"
1252,"range(0, 41, 2)",2.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.20066436843409, '24_ahead': 26.399147738000799, '35_ahead': 30.166703359413276, '13_ahead': 19.293146198274407, '2_ahead': 5.4244291938732347}"
1253,"range(0, 41, 2)",2.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.047491463638799, '24_ahead': 30.260035471324695, '35_ahead': 32.250431299475402, '13_ahead': 25.760636007352737, '2_ahead': 21.115635330097813}"
1254,"range(0, 41, 2)",2.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 22.481263271277928, '24_ahead': 24.896970477946159, '35_ahead': 25.533430550450291, '13_ahead': 17.461105077909387, '2_ahead': 6.620980427921638}"
1255,"range(0, 41, 2)",2.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.396306897945394, '24_ahead': 28.049677488044782, '35_ahead': 30.841925514483457, '13_ahead': 19.935296702306669, '2_ahead': 8.399315422459992}"
1256,"range(0, 41, 2)",2.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.303342986188284, '24_ahead': 29.828686963391238, '35_ahead': 32.5110295373387, '13_ahead': 25.668516917919334, '2_ahead': 21.316293255895282}"
1257,"range(0, 41, 2)",2.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 22.901257227735993, '24_ahead': 25.002827267484097, '35_ahead': 24.090942862960095, '13_ahead': 17.974820733439259, '2_ahead': 7.2663287171677027}"
1258,"range(0, 41, 2)",2.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.237809266524579, '24_ahead': 26.104337796197164, '35_ahead': 29.86674647762047, '13_ahead': 19.118334838747497, '2_ahead': 7.9871558980756223}"
1259,"range(0, 41, 2)",2.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.728218192495135, '24_ahead': 30.006603320279289, '35_ahead': 32.245654093604976, '13_ahead': 26.30000168323399, '2_ahead': 20.195726004120907}"
1260,"range(0, 41, 2)",3.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.128121261492062, '24_ahead': 25.299207859894256, '35_ahead': 28.664249770456657, '13_ahead': 20.888182633204075, '2_ahead': 10.484838621906066}"
1261,"range(0, 41, 2)",3.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.207951279072098, '24_ahead': 26.181581024508247, '35_ahead': 30.058862710885915, '13_ahead': 20.127394514232282, '2_ahead': 8.0990227658075682}"
1262,"range(0, 41, 2)",3.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.506169680774889, '24_ahead': 30.550165129902375, '35_ahead': 33.237229368812606, '13_ahead': 26.950013768380916, '2_ahead': 20.906346591081654}"
1263,"range(0, 41, 2)",3.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.438969743382081, '24_ahead': 29.314707314497657, '35_ahead': 31.654550458415919, '13_ahead': 24.564498646533693, '2_ahead': 18.34662416197423}"
1264,"range(0, 41, 2)",3.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.593341235632792, '24_ahead': 26.543933551306978, '35_ahead': 29.659873442106573, '13_ahead': 20.197735900773228, '2_ahead': 9.2241419564488218}"
1265,"range(0, 41, 2)",3.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.767585786372088, '24_ahead': 27.148948573834563, '35_ahead': 30.753599748603893, '13_ahead': 20.231753888713317, '2_ahead': 6.9457306370010148}"
1266,"range(0, 41, 2)",3.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.896406407597595, '24_ahead': 29.678022814660626, '35_ahead': 32.574083865616451, '13_ahead': 26.052629711644595, '2_ahead': 20.596665781306069}"
1267,"range(0, 41, 2)",3.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.620744272196184, '24_ahead': 28.644373906442187, '35_ahead': 31.722553166065644, '13_ahead': 24.123008553703386, '2_ahead': 17.309741870447834}"
1268,"range(0, 41, 2)",3.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.801474718748537, '24_ahead': 26.205504383796058, '35_ahead': 29.11839376269732, '13_ahead': 19.915560250590545, '2_ahead': 10.29755611228871}"
1269,"range(0, 41, 2)",3.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.434961489956549, '24_ahead': 26.648797602555938, '35_ahead': 30.471979119252136, '13_ahead': 19.457247053700378, '2_ahead': 6.5688098274004929}"
1270,"range(0, 41, 2)",3.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.884415998420579, '24_ahead': 30.079435963867184, '35_ahead': 32.625406213795891, '13_ahead': 25.683512542376171, '2_ahead': 20.396352831750242}"
1271,"range(0, 41, 2)",3.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.657092976569679, '24_ahead': 29.056670920350125, '35_ahead': 31.848767370657406, '13_ahead': 24.337500016995673, '2_ahead': 17.427474350443021}"
1272,"range(0, 41, 2)",3.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.548386504966647, '24_ahead': 26.098507476304963, '35_ahead': 28.741986828490518, '13_ahead': 20.294929238377929, '2_ahead': 11.362285390632993}"
1273,"range(0, 41, 2)",3.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.60970517725486, '24_ahead': 26.631509701833117, '35_ahead': 30.622293026014198, '13_ahead': 19.982969851009681, '2_ahead': 7.7300241849456315}"
1274,"range(0, 41, 2)",3.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.871184204217712, '24_ahead': 30.169816562906885, '35_ahead': 32.568016052749364, '13_ahead': 26.250797537795336, '2_ahead': 20.624726715335211}"
1275,"range(0, 41, 2)",3.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.536539788109543, '24_ahead': 29.564032685419527, '35_ahead': 32.042933470781577, '13_ahead': 25.078720982179259, '2_ahead': 17.907988660790984}"
1276,"range(0, 41, 2)",3.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.179641237705258, '24_ahead': 22.774668330015803, '35_ahead': 26.517569753577718, '13_ahead': 18.327021245813565, '2_ahead': 6.9605293051724528}"
1277,"range(0, 41, 2)",3.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.772433833979939, '24_ahead': 26.561366504634961, '35_ahead': 30.794841731583414, '13_ahead': 19.706309936261544, '2_ahead': 6.5451446186603492}"
1278,"range(0, 41, 2)",3.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.264949170052063, '24_ahead': 29.319173669340817, '35_ahead': 31.853288670098539, '13_ahead': 25.180826792930681, '2_ahead': 19.826472530348937}"
1279,"range(0, 41, 2)",3.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.239863151259868, '24_ahead': 28.429309782255007, '35_ahead': 31.485947412035799, '13_ahead': 23.821493247312151, '2_ahead': 16.580004301663436}"
1280,"range(0, 41, 2)",3.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.395100013146795, '24_ahead': 23.904412333544141, '35_ahead': 26.823308882207851, '13_ahead': 19.076644256859336, '2_ahead': 7.0586968579845495}"
1281,"range(0, 41, 2)",3.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.325304719092017, '24_ahead': 26.203280161999043, '35_ahead': 30.059433126381467, '13_ahead': 19.364955444326515, '2_ahead': 6.4735147076928143}"
1282,"range(0, 41, 2)",3.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.767086541886897, '24_ahead': 29.765239657989486, '35_ahead': 32.174294159480603, '13_ahead': 25.90699621084644, '2_ahead': 20.174998951606597}"
1283,"range(0, 41, 2)",3.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.236771629071455, '24_ahead': 28.305716988191069, '35_ahead': 31.402912532418014, '13_ahead': 23.272608846434139, '2_ahead': 16.312214698275376}"
1284,"range(0, 41, 2)",3.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.38796627817695, '24_ahead': 23.171897780677931, '35_ahead': 25.23192558271716, '13_ahead': 18.306124488327121, '2_ahead': 6.7260290354499599}"
1285,"range(0, 41, 2)",3.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.207652945137212, '24_ahead': 26.188162228961424, '35_ahead': 30.385595888602897, '13_ahead': 20.255043148635846, '2_ahead': 7.1978590415906449}"
1286,"range(0, 41, 2)",3.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.859956827682261, '24_ahead': 30.01243709361523, '35_ahead': 32.357034676080751, '13_ahead': 25.868369794071757, '2_ahead': 19.946917795242538}"
1287,"range(0, 41, 2)",3.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.406954506337158, '24_ahead': 28.340147659573411, '35_ahead': 31.526841708419706, '13_ahead': 23.54771235288645, '2_ahead': 16.261348371602558}"
1288,"range(0, 41, 2)",3.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 26.375134460228537, '24_ahead': 24.339588434939976, '35_ahead': 26.261455805632625, '13_ahead': 19.622845018135681, '2_ahead': 6.8433053553549801}"
1289,"range(0, 41, 2)",3.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.412030014145778, '24_ahead': 26.689646933716315, '35_ahead': 30.154435771211755, '13_ahead': 19.489486859873054, '2_ahead': 6.0440610837950928}"
1290,"range(0, 41, 2)",3.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.861916875799913, '24_ahead': 29.654453689019814, '35_ahead': 32.196597751808021, '13_ahead': 25.847751085009151, '2_ahead': 20.379326039966251}"
1291,"range(0, 41, 2)",3.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.172034059047675, '24_ahead': 28.248869881452844, '35_ahead': 31.032719653374517, '13_ahead': 23.48838290819733, '2_ahead': 16.156973751788435}"
1292,"range(0, 41, 2)",3.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 23.797346320623255, '24_ahead': 21.899416522330149, '35_ahead': 28.312212814309838, '13_ahead': 18.37363985290806, '2_ahead': 7.7816314813903986}"
1293,"range(0, 41, 2)",3.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 33.478869468015134, '24_ahead': 25.632820322419551, '35_ahead': 30.575295609375633, '13_ahead': 22.905910396290974, '2_ahead': 11.462584932535039}"
1294,"range(0, 41, 2)",3.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.462413686838879, '24_ahead': 29.154568276946396, '35_ahead': 31.530821889821052, '13_ahead': 25.107440243476884, '2_ahead': 19.567389770920286}"
1295,"range(0, 41, 2)",3.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.958792774754301, '24_ahead': 29.788131722731059, '35_ahead': 32.010600000583082, '13_ahead': 24.519992129364915, '2_ahead': 16.968081659782829}"
1296,"range(0, 41, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 21.836765183905797, '24_ahead': 24.92587902159649, '35_ahead': 23.475427697899732, '13_ahead': 18.527042742437622, '2_ahead': 6.9101171216427684}"
1297,"range(0, 41, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.432478165416043, '24_ahead': 26.28058258131729, '35_ahead': 30.107946685898394, '13_ahead': 19.426389144333825, '2_ahead': 6.7912063179603255}"
1298,"range(0, 41, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.666476975896444, '24_ahead': 29.456010669555113, '35_ahead': 32.015307600797023, '13_ahead': 25.303127415117771, '2_ahead': 19.939680322324786}"
1299,"range(0, 41, 2)",3.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.09762045768305, '24_ahead': 28.079174720379807, '35_ahead': 31.602178234400036, '13_ahead': 23.57141255312057, '2_ahead': 15.954763628726997}"
1300,"range(0, 41, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.152654746329809, '24_ahead': 24.031366790056921, '35_ahead': 24.402608545053933, '13_ahead': 19.027621861053152, '2_ahead': 7.643752960862698}"
1301,"range(0, 41, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.450888884575981, '24_ahead': 26.736368483370882, '35_ahead': 30.206112890031225, '13_ahead': 19.62949167449716, '2_ahead': 6.8546873042653109}"
1302,"range(0, 41, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.671308688275175, '24_ahead': 29.709504602668044, '35_ahead': 31.872682745529353, '13_ahead': 25.525498683909607, '2_ahead': 19.736370877412657}"
1303,"range(0, 41, 2)",3.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.272243581378881, '24_ahead': 28.718122177129857, '35_ahead': 31.624449257725001, '13_ahead': 23.329412984917607, '2_ahead': 16.135731283343773}"
1304,"range(0, 41, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.126400205679687, '24_ahead': 21.3108123485626, '35_ahead': 24.767221578853928, '13_ahead': 19.11859438463939, '2_ahead': 6.803525509446664}"
1305,"range(0, 41, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.555534992289857, '24_ahead': 26.070713373711602, '35_ahead': 30.04428103788122, '13_ahead': 19.371672206430862, '2_ahead': 7.3673374062253698}"
1306,"range(0, 41, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.587855930988397, '24_ahead': 30.367526689581567, '35_ahead': 32.937281653276699, '13_ahead': 25.565740226929304, '2_ahead': 20.363309855568666}"
1307,"range(0, 41, 2)",3.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.774271893102544, '24_ahead': 28.440593749915624, '35_ahead': 31.762091154913577, '13_ahead': 24.064619669381223, '2_ahead': 16.712293111002296}"
1308,"range(0, 41, 2)",4.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.581610949844485, '24_ahead': 26.108528076139393, '35_ahead': 29.28244593006335, '13_ahead': 21.156711035439717, '2_ahead': 9.1870790626536838}"
