,indices_behind_to_use_range,number_of_nearby_locations_to_use,hidden_layer_sizes,alpha,airlocation_id,nearby_airlocation_ids,prediction_type,error_results
932,"range(0, 25, 2)",5.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.64001007899072, '24_ahead': 29.67353260797135, '35_ahead': 32.148234888725348, '13_ahead': 25.604304501045185, '2_ahead': 19.637829375305603}"
933,"range(0, 25, 2)",5.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.115463441129442, '24_ahead': 28.568045970669509, '35_ahead': 31.28299694081365, '13_ahead': 23.588023694014183, '2_ahead': 16.355322172153794}"
934,"range(0, 25, 2)",5.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.318547160926805, '24_ahead': 28.734328692667411, '35_ahead': 31.530932618720389, '13_ahead': 24.819006093930433, '2_ahead': 19.050165110160357}"
935,"range(0, 25, 2)",5.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_5,"{'46_ahead': 34.353276655573495, '24_ahead': 29.974591854181238, '35_ahead': 32.353004977401802, '13_ahead': 27.159823691367695, '2_ahead': 24.679677917546829}"
936,"range(0, 25, 2)",5.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 22.40812541751356, '24_ahead': 20.700865750148218, '35_ahead': 21.417515895682779, '13_ahead': 18.336234372422734, '2_ahead': 6.7610999370549036}"
937,"range(0, 25, 2)",5.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.680932961232905, '24_ahead': 25.947131668625101, '35_ahead': 30.137841625106311, '13_ahead': 19.240308391726341, '2_ahead': 5.5553659069064807}"
938,"range(0, 25, 2)",5.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.352191287633708, '24_ahead': 29.211445454972491, '35_ahead': 32.155538119845296, '13_ahead': 25.392107249845587, '2_ahead': 20.197177379393839}"
939,"range(0, 25, 2)",5.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.385232700665235, '24_ahead': 28.819896597463902, '35_ahead': 31.565792112762853, '13_ahead': 24.209677923665392, '2_ahead': 17.103290316234599}"
940,"range(0, 25, 2)",5.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.500670800952022, '24_ahead': 29.006398531620988, '35_ahead': 31.963011743062548, '13_ahead': 24.530109576563543, '2_ahead': 18.806661154841855}"
941,"range(0, 25, 2)",5.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_5,"{'46_ahead': 33.856606825048047, '24_ahead': 30.207805898472664, '35_ahead': 32.125487274391247, '13_ahead': 27.459655060826066, '2_ahead': 24.22884622972563}"
942,"range(0, 25, 2)",5.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 23.795130802680173, '24_ahead': 20.94773076935731, '35_ahead': 22.611847619921516, '13_ahead': 18.979262629428252, '2_ahead': 6.8568599116258335}"
943,"range(0, 25, 2)",5.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.334099728174522, '24_ahead': 26.251985163920658, '35_ahead': 29.962488833059908, '13_ahead': 19.421577410710185, '2_ahead': 6.0213934409860137}"
944,"range(0, 25, 2)",5.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.740121059444625, '24_ahead': 30.100102269544479, '35_ahead': 32.164602723558012, '13_ahead': 25.697808407637432, '2_ahead': 19.780957012588555}"
945,"range(0, 25, 2)",5.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.367246195781881, '24_ahead': 28.17149133695904, '35_ahead': 31.410616240860996, '13_ahead': 23.73454373616628, '2_ahead': 16.580781030811071}"
946,"range(0, 25, 2)",5.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.233655948343674, '24_ahead': 28.603331859649465, '35_ahead': 31.470766992319174, '13_ahead': 24.442429072374971, '2_ahead': 18.592855232274442}"
947,"range(0, 25, 2)",5.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_5,"{'46_ahead': 34.305572975988902, '24_ahead': 30.141334227528468, '35_ahead': 32.050765283395926, '13_ahead': 27.347607477152355, '2_ahead': 25.157399147802966}"
948,"range(0, 25, 2)",5.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 24.405095145154693, '24_ahead': 21.337555466720769, '35_ahead': 24.172038788646464, '13_ahead': 18.532892500383689, '2_ahead': 6.8848024052160808}"
949,"range(0, 25, 2)",5.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.367095957719499, '24_ahead': 27.137874804201999, '35_ahead': 30.225945386098108, '13_ahead': 20.004163140633739, '2_ahead': 7.0506062801747129}"
950,"range(0, 25, 2)",5.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.463722143413655, '24_ahead': 29.876613960200629, '35_ahead': 32.224848008089999, '13_ahead': 25.703666652385422, '2_ahead': 19.989378699445496}"
951,"range(0, 25, 2)",5.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.505556079158204, '24_ahead': 28.180345441405599, '35_ahead': 31.546528714406019, '13_ahead': 23.898423081264141, '2_ahead': 16.424364658338089}"
952,"range(0, 25, 2)",5.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.27452666918505, '24_ahead': 29.028387382711415, '35_ahead': 31.796408762701958, '13_ahead': 25.195594517495, '2_ahead': 19.057527450284969}"
953,"range(0, 25, 2)",5.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_5,"{'46_ahead': 34.609699506993721, '24_ahead': 30.64934138604734, '35_ahead': 32.512207271594427, '13_ahead': 27.926384550284961, '2_ahead': 24.549498083934363}"
954,"range(0, 25, 2)",5.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 22.043261449234926, '24_ahead': 21.084340769598953, '35_ahead': 25.277269365799288, '13_ahead': 17.728709901186061, '2_ahead': 6.9345643524881178}"
955,"range(0, 25, 2)",5.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.56725140349851, '24_ahead': 26.378688598992635, '35_ahead': 30.369304624656582, '13_ahead': 19.275745464886494, '2_ahead': 5.6742508303278489}"
956,"range(0, 25, 2)",5.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.424430925506876, '24_ahead': 30.666629422392067, '35_ahead': 31.629064256516269, '13_ahead': 26.410176413065184, '2_ahead': 19.523387259235975}"
957,"range(0, 25, 2)",5.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.018177907915565, '24_ahead': 29.245705562367153, '35_ahead': 31.639305638280106, '13_ahead': 24.19027320706866, '2_ahead': 16.253673619267627}"
958,"range(0, 25, 2)",5.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_4,"{'46_ahead': 33.366784123651719, '24_ahead': 28.957861815182234, '35_ahead': 31.520704682313962, '13_ahead': 25.269471815561236, '2_ahead': 18.785164365747477}"
959,"range(0, 25, 2)",5.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_5,"{'46_ahead': 34.141133703097395, '24_ahead': 30.304179330021277, '35_ahead': 32.732023157052815, '13_ahead': 27.668101030259265, '2_ahead': 24.776372707940549}"
960,"range(0, 33, 2)",1.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.65257773492624, '24_ahead': 25.319738350888141, '35_ahead': 29.637649376576292, '13_ahead': 19.746587912341923, '2_ahead': 9.4025972099891071}"
961,"range(0, 33, 2)",1.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.824212594480599, '24_ahead': 26.556572916716352, '35_ahead': 30.249137735521856, '13_ahead': 19.699235141929901, '2_ahead': 6.7117198817996364}"
962,"range(0, 33, 2)",1.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.73033394548963, '24_ahead': 26.057963985571007, '35_ahead': 29.527157166680368, '13_ahead': 20.519400699410248, '2_ahead': 7.9549601120626798}"
963,"range(0, 33, 2)",1.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 33.052136221442183, '24_ahead': 26.730662356309278, '35_ahead': 30.487719373263314, '13_ahead': 20.708522766732148, '2_ahead': 7.1925021371431521}"
964,"range(0, 33, 2)",1.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.617104615587266, '24_ahead': 26.062024753087478, '35_ahead': 29.510262905258884, '13_ahead': 21.319341039324325, '2_ahead': 8.9930201928254565}"
965,"range(0, 33, 2)",1.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.898350413029497, '24_ahead': 27.288365807947287, '35_ahead': 30.414241087527241, '13_ahead': 20.87467623080601, '2_ahead': 7.1327059360762712}"
966,"range(0, 33, 2)",1.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 29.954805088652716, '24_ahead': 26.180203284374102, '35_ahead': 30.236705260347044, '13_ahead': 20.200508093087333, '2_ahead': 10.108842640144633}"
967,"range(0, 33, 2)",1.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.764402520538965, '24_ahead': 27.027643274419749, '35_ahead': 30.714788517274734, '13_ahead': 20.052840724432979, '2_ahead': 8.8199131408024289}"
968,"range(0, 33, 2)",1.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 27.840022287573625, '24_ahead': 23.079492045704498, '35_ahead': 25.102749176058662, '13_ahead': 18.914176392062242, '2_ahead': 6.2412921751954729}"
969,"range(0, 33, 2)",1.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.413552617829666, '24_ahead': 26.514127777859251, '35_ahead': 30.393169993138191, '13_ahead': 19.368309244442372, '2_ahead': 5.7763024481714096}"
970,"range(0, 33, 2)",1.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.194713232628111, '24_ahead': 24.235274572603359, '35_ahead': 25.795103700990651, '13_ahead': 18.859821661551887, '2_ahead': 7.5566764253489538}"
971,"range(0, 33, 2)",1.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.409265850291391, '24_ahead': 26.387802597605226, '35_ahead': 30.199456922657966, '13_ahead': 19.484664999741259, '2_ahead': 6.3327242817749383}"
972,"range(0, 33, 2)",1.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 27.290595641638841, '24_ahead': 23.289739515099296, '35_ahead': 25.994519157257038, '13_ahead': 18.59459642480407, '2_ahead': 6.5368896024828356}"
973,"range(0, 33, 2)",1.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.66317118065345, '24_ahead': 26.334928574648611, '35_ahead': 30.211142373727945, '13_ahead': 19.374828016806745, '2_ahead': 6.7072530729686521}"
974,"range(0, 33, 2)",1.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.715170683759762, '24_ahead': 23.708214225324582, '35_ahead': 26.133596567489043, '13_ahead': 18.657134581300905, '2_ahead': 7.3549778782833322}"
975,"range(0, 33, 2)",1.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.790313471660383, '24_ahead': 26.56881670238246, '35_ahead': 30.486131777527092, '13_ahead': 19.789099716846799, '2_ahead': 6.1570556491224977}"
976,"range(0, 33, 2)",1.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 26.320548957404327, '24_ahead': 23.882487791205893, '35_ahead': 23.758715532051141, '13_ahead': 19.295433885862632, '2_ahead': 6.9446406317912635}"
977,"range(0, 33, 2)",1.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.319893054863428, '24_ahead': 26.669719263657758, '35_ahead': 30.598151782881953, '13_ahead': 19.809511834214771, '2_ahead': 6.2737800220458606}"
978,"range(0, 33, 2)",1.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 23.629235620769887, '24_ahead': 24.295436955758191, '35_ahead': 23.296697894159159, '13_ahead': 18.265339240057578, '2_ahead': 6.5624855252554015}"
979,"range(0, 33, 2)",1.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.38050936074994, '24_ahead': 26.238078227644198, '35_ahead': 29.968590132505387, '13_ahead': 18.950422110323817, '2_ahead': 6.2572281435814325}"
980,"range(0, 33, 2)",1.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.115898623908311, '24_ahead': 23.012122141197139, '35_ahead': 22.98813792986163, '13_ahead': 17.889848186927736, '2_ahead': 6.6356387135317698}"
981,"range(0, 33, 2)",1.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.569531087757959, '24_ahead': 25.98096911459486, '35_ahead': 30.467417877661024, '13_ahead': 19.155301006011769, '2_ahead': 6.8172908577684979}"
982,"range(0, 33, 2)",1.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 27.573265349118195, '24_ahead': 24.329495220405743, '35_ahead': 26.662073532701612, '13_ahead': 18.216889920071569, '2_ahead': 6.6217444435302371}"
983,"range(0, 33, 2)",1.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.449040124568171, '24_ahead': 26.379939602027427, '35_ahead': 30.61092072697237, '13_ahead': 20.170958850974642, '2_ahead': 8.6132194423753212}"
984,"range(0, 33, 2)",2.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.116754707270719, '24_ahead': 25.958813612040974, '35_ahead': 29.956319615312633, '13_ahead': 20.390966684811961, '2_ahead': 8.9580797663981819}"
985,"range(0, 33, 2)",2.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.929716718242915, '24_ahead': 26.71821623473112, '35_ahead': 30.37937996566869, '13_ahead': 19.891821357939609, '2_ahead': 6.4581503203886825}"
986,"range(0, 33, 2)",2.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.016287894871873, '24_ahead': 30.033077349608011, '35_ahead': 32.631953892578665, '13_ahead': 26.452281188050677, '2_ahead': 20.630724460468567}"
987,"range(0, 33, 2)",2.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.11926930749976, '24_ahead': 25.876511525179776, '35_ahead': 28.477833438716033, '13_ahead': 19.711673657445672, '2_ahead': 10.125559005987103}"
988,"range(0, 33, 2)",2.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.566360418976004, '24_ahead': 26.396138801167627, '35_ahead': 30.467271902560736, '13_ahead': 19.825202680622308, '2_ahead': 6.925782257572938}"
989,"range(0, 33, 2)",2.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.127303088293175, '24_ahead': 30.266820188934609, '35_ahead': 32.944677446241165, '13_ahead': 26.64495275687203, '2_ahead': 21.75346312899282}"
990,"range(0, 33, 2)",2.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.307104021342372, '24_ahead': 25.867049073685102, '35_ahead': 28.940502251238119, '13_ahead': 20.658289125408704, '2_ahead': 6.6098312406027224}"
991,"range(0, 33, 2)",2.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.741066856820552, '24_ahead': 26.930993197056747, '35_ahead': 30.604480883521408, '13_ahead': 20.23782750848623, '2_ahead': 6.0510605709718552}"
992,"range(0, 33, 2)",2.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.720002264227617, '24_ahead': 30.01680877363885, '35_ahead': 32.646894258672688, '13_ahead': 26.403034225364703, '2_ahead': 20.802626883787148}"
993,"range(0, 33, 2)",2.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.908799106353925, '24_ahead': 26.734436783785359, '35_ahead': 30.384374335034614, '13_ahead': 20.96845639878747, '2_ahead': 9.7267603226127175}"
994,"range(0, 33, 2)",2.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.622335037145916, '24_ahead': 27.243501373815032, '35_ahead': 30.77052388991061, '13_ahead': 19.802323236369087, '2_ahead': 7.8640614988095781}"
995,"range(0, 33, 2)",2.0,"(24,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.199264529828014, '24_ahead': 30.633136814370047, '35_ahead': 32.980514580793844, '13_ahead': 26.895037173058086, '2_ahead': 21.292465560783704}"
996,"range(0, 33, 2)",2.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 25.417484726015164, '24_ahead': 24.141409515948244, '35_ahead': 25.034524394257492, '13_ahead': 19.116576455786063, '2_ahead': 7.5327954056002691}"
997,"range(0, 33, 2)",2.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.520188950330116, '24_ahead': 26.42877196093993, '35_ahead': 30.023551645836168, '13_ahead': 19.695708905628461, '2_ahead': 6.526773603649656}"
998,"range(0, 33, 2)",2.0,"(100,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.593510380517216, '24_ahead': 30.019758330254266, '35_ahead': 32.177554657829269, '13_ahead': 26.077595824798298, '2_ahead': 20.212922077742718}"
999,"range(0, 33, 2)",2.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 28.379527791647156, '24_ahead': 23.477250367505292, '35_ahead': 25.33805316337947, '13_ahead': 18.78683085244764, '2_ahead': 7.0194723652103344}"
1000,"range(0, 33, 2)",2.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.334920935331198, '24_ahead': 26.504373013750918, '35_ahead': 30.165568108704122, '13_ahead': 19.705562897445049, '2_ahead': 6.2765417518146362}"
1001,"range(0, 33, 2)",2.0,"(100,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.690293130552298, '24_ahead': 29.163840180251491, '35_ahead': 31.858954829576597, '13_ahead': 25.094868595601685, '2_ahead': 19.746355872942729}"
1002,"range(0, 33, 2)",2.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 27.037086287466504, '24_ahead': 24.028583367579035, '35_ahead': 26.058746104788547, '13_ahead': 18.831149490646848, '2_ahead': 7.2201159637367276}"
1003,"range(0, 33, 2)",2.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.449131691038332, '24_ahead': 25.793312906667847, '35_ahead': 29.623685841484331, '13_ahead': 18.916103145201255, '2_ahead': 6.4745183423685759}"
1004,"range(0, 33, 2)",2.0,"(100,)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.657654313671244, '24_ahead': 29.395286071161316, '35_ahead': 31.886491772311128, '13_ahead': 25.372705576398932, '2_ahead': 19.39429918361801}"
1005,"range(0, 33, 2)",2.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 28.033164757552306, '24_ahead': 24.256426645336486, '35_ahead': 27.045485340500292, '13_ahead': 18.388746974575128, '2_ahead': 7.1602318125701094}"
1006,"range(0, 33, 2)",2.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 31.993688395739284, '24_ahead': 26.181165434290556, '35_ahead': 29.852679844262987, '13_ahead': 19.205713975112236, '2_ahead': 5.7694645562835936}"
1007,"range(0, 33, 2)",2.0,"(100,)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.823455596378579, '24_ahead': 29.904346609253583, '35_ahead': 32.27252701041035, '13_ahead': 26.193882614589153, '2_ahead': 20.233508410100477}"
1008,"range(0, 33, 2)",2.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 23.666893516682208, '24_ahead': 24.323153810153919, '35_ahead': 25.828281113018669, '13_ahead': 18.778161818402314, '2_ahead': 6.8293965848500973}"
1009,"range(0, 33, 2)",2.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.272072983542785, '24_ahead': 25.515568345404748, '35_ahead': 30.194482877669895, '13_ahead': 19.818914977858682, '2_ahead': 6.5748584676370925}"
1010,"range(0, 33, 2)",2.0,"(100, 10)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.838596276976709, '24_ahead': 29.519187347081161, '35_ahead': 32.033099646395563, '13_ahead': 25.436485149675743, '2_ahead': 20.350819529959363}"
1011,"range(0, 33, 2)",2.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 23.086039154090312, '24_ahead': 24.501281850582611, '35_ahead': 27.133259298489126, '13_ahead': 19.139908456250435, '2_ahead': 6.6710468746575842}"
1012,"range(0, 33, 2)",2.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.71834630029521, '24_ahead': 26.972347967161717, '35_ahead': 30.183599234635519, '13_ahead': 19.521938239519717, '2_ahead': 6.7729196244884209}"
1013,"range(0, 33, 2)",2.0,"(100, 10)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.996936679121802, '24_ahead': 29.661353389935474, '35_ahead': 32.345657156012145, '13_ahead': 25.843834414537557, '2_ahead': 20.241369712752277}"
1014,"range(0, 33, 2)",2.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 26.275567155234807, '24_ahead': 23.110578940143263, '35_ahead': 24.857604413341782, '13_ahead': 18.738015826723004, '2_ahead': 6.5401502834472254}"
1015,"range(0, 33, 2)",2.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.151837142634584, '24_ahead': 26.085405994533676, '35_ahead': 29.938269654565122, '13_ahead': 19.305451610375155, '2_ahead': 6.1818146402348217}"
1016,"range(0, 33, 2)",2.0,"(100, 10)",0.0001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.813412762135343, '24_ahead': 29.824556764909616, '35_ahead': 32.091905658487164, '13_ahead': 25.848813338953544, '2_ahead': 20.073825080723704}"
1017,"range(0, 33, 2)",2.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 22.775141100414682, '24_ahead': 22.336994128295704, '35_ahead': 24.685581729842852, '13_ahead': 18.214448178534703, '2_ahead': 7.2953946292680083}"
1018,"range(0, 33, 2)",2.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.052469119162403, '24_ahead': 25.913572946836585, '35_ahead': 29.727637272625085, '13_ahead': 19.676185000044672, '2_ahead': 6.7494919183397855}"
1019,"range(0, 33, 2)",2.0,"(100, 10)",5e-05,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 33.895647125754124, '24_ahead': 30.114259735648272, '35_ahead': 31.92170692944666, '13_ahead': 25.333155469746824, '2_ahead': 19.784936197086978}"
1020,"range(0, 33, 2)",3.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.082408881963026, '24_ahead': 25.211210342013693, '35_ahead': 29.381392137643786, '13_ahead': 20.790804405124533, '2_ahead': 9.2566034732721381}"
1021,"range(0, 33, 2)",3.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 32.574138044555767, '24_ahead': 26.427460037958362, '35_ahead': 30.794437185599048, '13_ahead': 20.290544112628719, '2_ahead': 7.6418133956358831}"
1022,"range(0, 33, 2)",3.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.007933113462862, '24_ahead': 29.764000809718038, '35_ahead': 32.528506396828206, '13_ahead': 25.866523598250208, '2_ahead': 20.49885098377295}"
1023,"range(0, 33, 2)",3.0,"(24,)",0.001,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 34.206282075526701, '24_ahead': 29.561654063203147, '35_ahead': 32.598392865774173, '13_ahead': 25.313506481361738, '2_ahead': 17.460427904275971}"
1024,"range(0, 33, 2)",3.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 30.229533025547507, '24_ahead': 25.790453380409623, '35_ahead': 28.508942357261635, '13_ahead': 20.629965987663134, '2_ahead': 12.718862474067874}"
1025,"range(0, 33, 2)",3.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_1,"{'46_ahead': 33.000358455018457, '24_ahead': 26.698136453584013, '35_ahead': 31.077069069990653, '13_ahead': 20.79147368759174, '2_ahead': 6.3820436651813583}"
1026,"range(0, 33, 2)",3.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_2,"{'46_ahead': 34.153124564099215, '24_ahead': 31.278236992613728, '35_ahead': 32.743544716294778, '13_ahead': 27.387615245741603, '2_ahead': 21.031710372443744}"
1027,"range(0, 33, 2)",3.0,"(24,)",0.0005,967.0,"[967, 604, 18, 511, 22]",first_step_loc_3,"{'46_ahead': 33.542974510105729, '24_ahead': 28.39170383798962, '35_ahead': 31.297892596040519, '13_ahead': 23.693866454653126, '2_ahead': 17.007609085686074}"
1028,"range(0, 33, 2)",3.0,"(24,)",0.0001,967.0,"[967, 604, 18, 511, 22]",final,"{'46_ahead': 31.330197341234459, '24_ahead': 26.583532925574119, '35_ahead': 29.947145005752205, '13_ahead': 20.939583857418313, '2_ahead': 9.5404392165633514}"
