,indices_behind_to_use_range,number_of_nearby_locations_to_use,hidden_layer_sizes,alpha,airlocation_id,nearby_airlocation_ids,prediction_type,error_results
705,"range(0, 17, 2)",5.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.817091423530865, '24_ahead': 27.286326663957592, '35_ahead': 30.142332367685839, '2_ahead': 19.003761321376583, '46_ahead': 32.133732973284367}"
706,"range(0, 17, 2)",5.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 23.553283037266851, '24_ahead': 26.800064274400516, '35_ahead': 29.333115271956014, '2_ahead': 21.144012906151964, '46_ahead': 31.488226333272248}"
707,"range(0, 17, 2)",5.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_5,"{'13_ahead': 28.392892804250085, '24_ahead': 30.934746756993313, '35_ahead': 32.737173364974765, '2_ahead': 26.32762048187136, '46_ahead': 35.917472304662901}"
708,"range(0, 17, 2)",5.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.821338964804875, '24_ahead': 19.980589503467311, '35_ahead': 23.366374023241196, '2_ahead': 7.1655902858761182, '46_ahead': 25.898124678235128}"
709,"range(0, 17, 2)",5.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.979721676296258, '24_ahead': 23.353819014824843, '35_ahead': 27.990209706840435, '2_ahead': 6.1510177094832272, '46_ahead': 31.403717494608024}"
710,"range(0, 17, 2)",5.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.035240403237946, '24_ahead': 24.080540012516725, '35_ahead': 28.070635170187291, '2_ahead': 14.319601934492312, '46_ahead': 30.352395668597136}"
711,"range(0, 17, 2)",5.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 22.592798596776777, '24_ahead': 26.180857839123632, '35_ahead': 30.410974510095599, '2_ahead': 18.524419050032826, '46_ahead': 32.115986032986591}"
712,"range(0, 17, 2)",5.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 23.508682751502512, '24_ahead': 26.653633514067138, '35_ahead': 29.211076211451221, '2_ahead': 20.856281377815979, '46_ahead': 31.67951961899962}"
713,"range(0, 17, 2)",5.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_5,"{'13_ahead': 31.77173480324759, '24_ahead': 33.11850262777984, '35_ahead': 34.417456042863037, '2_ahead': 25.288326983442587, '46_ahead': 35.68727002561662}"
714,"range(0, 17, 2)",5.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.130321358791278, '24_ahead': 17.878430432933342, '35_ahead': 20.602591255856318, '2_ahead': 6.1898818293197682, '46_ahead': 24.73964613942244}"
715,"range(0, 17, 2)",5.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.235858094934787, '24_ahead': 22.93191682513271, '35_ahead': 27.867816450460005, '2_ahead': 5.5584933924070148, '46_ahead': 31.169866515763779}"
716,"range(0, 17, 2)",5.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.93694867242608, '24_ahead': 23.72307380635834, '35_ahead': 27.537349080702121, '2_ahead': 14.994062660031075, '46_ahead': 30.374980090921749}"
717,"range(0, 17, 2)",5.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.071527260514678, '24_ahead': 27.02326176302973, '35_ahead': 30.067831556106135, '2_ahead': 18.927527930790344, '46_ahead': 32.276709414168444}"
718,"range(0, 17, 2)",5.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_4,"{'13_ahead': 24.940250694343582, '24_ahead': 27.030382476139842, '35_ahead': 30.44071976493364, '2_ahead': 22.449635558027424, '46_ahead': 32.143900639428615}"
719,"range(0, 17, 2)",5.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_5,"{'13_ahead': 28.429660021194405, '24_ahead': 30.767407327712533, '35_ahead': 33.256582404687329, '2_ahead': 25.273077530643693, '46_ahead': 35.43226865595048}"
720,"range(0, 25, 2)",1.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 19.775248711559687, '24_ahead': 22.292744366580422, '35_ahead': 25.547503807500807, '2_ahead': 10.136865387876901, '46_ahead': 27.449520985523097}"
721,"range(0, 25, 2)",1.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 19.031839005544814, '24_ahead': 23.663205534530736, '35_ahead': 27.969000801518174, '2_ahead': 8.245433637054985, '46_ahead': 31.58916949658202}"
722,"range(0, 25, 2)",1.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 18.328127828229135, '24_ahead': 22.131203894751671, '35_ahead': 25.472801019220217, '2_ahead': 8.9712842350836901, '46_ahead': 27.829637870757377}"
723,"range(0, 25, 2)",1.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.820686010929684, '24_ahead': 23.75223521312947, '35_ahead': 28.362682164902466, '2_ahead': 6.6694992675356355, '46_ahead': 31.92360498158417}"
724,"range(0, 25, 2)",1.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 18.559637295754168, '24_ahead': 22.797523682670619, '35_ahead': 26.286780945213234, '2_ahead': 8.2402633740338729, '46_ahead': 27.964963702059894}"
725,"range(0, 25, 2)",1.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 18.458271147675148, '24_ahead': 23.357998456109527, '35_ahead': 28.115620169596493, '2_ahead': 7.3694805480816452, '46_ahead': 31.763821322058647}"
726,"range(0, 25, 2)",1.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.930495926523928, '24_ahead': 22.306027481589993, '35_ahead': 26.367200373945831, '2_ahead': 8.3526635359300982, '46_ahead': 28.583882779256761}"
727,"range(0, 25, 2)",1.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.340490471792677, '24_ahead': 23.585678816622924, '35_ahead': 28.088310733101462, '2_ahead': 5.959417720913196, '46_ahead': 31.24663385482576}"
728,"range(0, 25, 2)",1.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.270873821811293, '24_ahead': 20.166421273568101, '35_ahead': 22.965676455885934, '2_ahead': 5.9819225681344506, '46_ahead': 22.982729677821542}"
729,"range(0, 25, 2)",1.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.033364188698066, '24_ahead': 23.7863635825993, '35_ahead': 28.397619583620383, '2_ahead': 5.9430043755444109, '46_ahead': 31.052651348205821}"
730,"range(0, 25, 2)",1.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.962409269664871, '24_ahead': 20.73792515411645, '35_ahead': 23.329144065283185, '2_ahead': 7.0376479894861754, '46_ahead': 24.566038096655738}"
731,"range(0, 25, 2)",1.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.070757233987912, '24_ahead': 23.530039440889873, '35_ahead': 28.890756474436561, '2_ahead': 5.8975861761756683, '46_ahead': 32.139852723776372}"
732,"range(0, 25, 2)",1.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.835565955336099, '24_ahead': 19.387469805912858, '35_ahead': 21.818649825643664, '2_ahead': 6.6088479935033648, '46_ahead': 23.119238818914194}"
733,"range(0, 25, 2)",1.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.911832570839, '24_ahead': 23.136092506765461, '35_ahead': 27.616217898671195, '2_ahead': 5.5008474455445144, '46_ahead': 31.449640901154133}"
734,"range(0, 25, 2)",1.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.502609337770451, '24_ahead': 20.80611274631422, '35_ahead': 24.002714710086476, '2_ahead': 6.8500717238289619, '46_ahead': 23.203299022459859}"
735,"range(0, 25, 2)",1.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.848882069346445, '24_ahead': 23.392790933949687, '35_ahead': 28.014432141372932, '2_ahead': 5.56380782467531, '46_ahead': 31.070289245900153}"
736,"range(0, 25, 2)",1.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.529758922932498, '24_ahead': 19.577521706566259, '35_ahead': 21.936301435530176, '2_ahead': 6.0298015939605758, '46_ahead': 19.827479940910372}"
737,"range(0, 25, 2)",1.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.95950003775171, '24_ahead': 23.692355684993657, '35_ahead': 27.204893942320272, '2_ahead': 5.8040664652149427, '46_ahead': 30.63426601280268}"
738,"range(0, 25, 2)",1.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.684676741278491, '24_ahead': 19.847038982070423, '35_ahead': 21.741785793865919, '2_ahead': 5.883164928357723, '46_ahead': 19.136846301982906}"
739,"range(0, 25, 2)",1.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.466831450075194, '24_ahead': 23.00723011245541, '35_ahead': 27.283215344680414, '2_ahead': 5.6171019597216798, '46_ahead': 30.669139181992762}"
740,"range(0, 25, 2)",1.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.982907412176942, '24_ahead': 20.958012544339077, '35_ahead': 24.479025617599831, '2_ahead': 5.5973598567962224, '46_ahead': 22.526413449638465}"
741,"range(0, 25, 2)",1.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.001036450263502, '24_ahead': 23.974727159297402, '35_ahead': 27.747440289022684, '2_ahead': 4.7096467093500474, '46_ahead': 31.181876794033254}"
742,"range(0, 25, 2)",1.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.81082333221698, '24_ahead': 19.460011259894298, '35_ahead': 19.172701385168086, '2_ahead': 6.297808604566411, '46_ahead': 26.158884466894424}"
743,"range(0, 25, 2)",1.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.116111668879533, '24_ahead': 23.346193703210826, '35_ahead': 27.771817892379211, '2_ahead': 5.1622790211901739, '46_ahead': 31.765109119713937}"
744,"range(0, 25, 2)",2.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.091513801487952, '24_ahead': 22.441171883031423, '35_ahead': 24.1180194643518, '2_ahead': 7.776868918949849, '46_ahead': 27.447441119142056}"
745,"range(0, 25, 2)",2.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.707318186002002, '24_ahead': 23.848795898875895, '35_ahead': 27.734011981083281, '2_ahead': 6.8359324135619008, '46_ahead': 30.89574103330191}"
746,"range(0, 25, 2)",2.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.835132084792672, '24_ahead': 24.935044827287729, '35_ahead': 28.343809261183619, '2_ahead': 14.872938143860628, '46_ahead': 32.057040559741772}"
747,"range(0, 25, 2)",2.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 18.801925422035026, '24_ahead': 22.006348139856225, '35_ahead': 26.082317604315474, '2_ahead': 8.8642959715670404, '46_ahead': 30.225086085908227}"
748,"range(0, 25, 2)",2.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 18.828035511584289, '24_ahead': 24.16470322148491, '35_ahead': 27.814797431310037, '2_ahead': 6.1810599983644803, '46_ahead': 31.825026453929237}"
749,"range(0, 25, 2)",2.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 21.174652965683752, '24_ahead': 25.121639241239976, '35_ahead': 29.275043301383974, '2_ahead': 16.708889837874189, '46_ahead': 31.767293266015979}"
750,"range(0, 25, 2)",2.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 18.071906192784919, '24_ahead': 22.42475897503687, '35_ahead': 25.17924847825142, '2_ahead': 9.5188044343864764, '46_ahead': 28.179415938325352}"
751,"range(0, 25, 2)",2.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.808811831343217, '24_ahead': 23.662453490765312, '35_ahead': 28.913129863122183, '2_ahead': 8.0595153053769799, '46_ahead': 31.224881293583042}"
752,"range(0, 25, 2)",2.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.498735227485682, '24_ahead': 24.470410912005846, '35_ahead': 28.270479924719076, '2_ahead': 15.945304068171454, '46_ahead': 30.838670058666398}"
753,"range(0, 25, 2)",2.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.865978101236884, '24_ahead': 22.418369254128244, '35_ahead': 25.464357962357361, '2_ahead': 7.9200665472409684, '46_ahead': 28.679036422666783}"
754,"range(0, 25, 2)",2.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 18.034925135473781, '24_ahead': 24.318515397948271, '35_ahead': 29.24922671366388, '2_ahead': 6.793438727746711, '46_ahead': 31.622585993704934}"
755,"range(0, 25, 2)",2.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.903657695194777, '24_ahead': 24.609181751715457, '35_ahead': 27.867968777488631, '2_ahead': 15.106763292338682, '46_ahead': 30.841523832144944}"
756,"range(0, 25, 2)",2.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.874539591400735, '24_ahead': 20.521561605935059, '35_ahead': 23.103685926551229, '2_ahead': 6.2587661397342949, '46_ahead': 23.230477217994874}"
757,"range(0, 25, 2)",2.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.810406705704512, '24_ahead': 23.541970617276174, '35_ahead': 27.861696203434182, '2_ahead': 5.4499620019643427, '46_ahead': 31.501562157759082}"
758,"range(0, 25, 2)",2.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.926881060770789, '24_ahead': 23.950519776745232, '35_ahead': 27.559288776333418, '2_ahead': 14.520916781980473, '46_ahead': 30.751379037837637}"
759,"range(0, 25, 2)",2.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.139203981231196, '24_ahead': 19.348865391243333, '35_ahead': 22.871093621863988, '2_ahead': 6.8941077427846054, '46_ahead': 22.910853779512149}"
760,"range(0, 25, 2)",2.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.078033032307268, '24_ahead': 23.192808433438749, '35_ahead': 27.506890878927585, '2_ahead': 7.3066748920736995, '46_ahead': 30.790109969559428}"
761,"range(0, 25, 2)",2.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.979958952421519, '24_ahead': 24.415481741667939, '35_ahead': 27.832887802170831, '2_ahead': 14.41496352255265, '46_ahead': 30.326557074755637}"
762,"range(0, 25, 2)",2.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.413198262080604, '24_ahead': 20.276452770276531, '35_ahead': 20.324017428200843, '2_ahead': 6.809423567766455, '46_ahead': 24.437950029995729}"
763,"range(0, 25, 2)",2.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.72094468207473, '24_ahead': 23.192651362516248, '35_ahead': 27.94030630703255, '2_ahead': 5.4825961055856212, '46_ahead': 31.061151342458743}"
764,"range(0, 25, 2)",2.0,"(100,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.199122224727724, '24_ahead': 24.393827568037203, '35_ahead': 27.930919604202085, '2_ahead': 14.299701326556491, '46_ahead': 30.625197931542893}"
765,"range(0, 25, 2)",2.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.143099932625885, '24_ahead': 19.799865170444747, '35_ahead': 22.05179771210592, '2_ahead': 6.5660126894315951, '46_ahead': 24.158003684361464}"
766,"range(0, 25, 2)",2.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.27304902940282, '24_ahead': 23.598983856533078, '35_ahead': 28.313347678480202, '2_ahead': 5.1682198450675347, '46_ahead': 31.251404338648435}"
767,"range(0, 25, 2)",2.0,"(100,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.186954956201138, '24_ahead': 23.987478952403205, '35_ahead': 27.733827815783478, '2_ahead': 14.396669707786533, '46_ahead': 30.222598096769609}"
768,"range(0, 25, 2)",2.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.291446997051104, '24_ahead': 20.47410370639496, '35_ahead': 23.607083971619943, '2_ahead': 5.6808727227796458, '46_ahead': 20.513522034808265}"
769,"range(0, 25, 2)",2.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.808861994984557, '24_ahead': 29.684089436834036, '35_ahead': 29.442925529737103, '2_ahead': 9.9385139524636745, '46_ahead': 30.50799200958982}"
770,"range(0, 25, 2)",2.0,"(100, 10)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.835343473569758, '24_ahead': 23.860750203359213, '35_ahead': 27.479849842071502, '2_ahead': 14.23510998013009, '46_ahead': 30.338959665861761}"
771,"range(0, 25, 2)",2.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.955202294188661, '24_ahead': 20.356174293295826, '35_ahead': 21.76948258349622, '2_ahead': 6.3598679622728911, '46_ahead': 21.778085047321678}"
772,"range(0, 25, 2)",2.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.969508530818342, '24_ahead': 22.80012334676638, '35_ahead': 27.070564530619102, '2_ahead': 8.4340584732050008, '46_ahead': 30.682277749251245}"
773,"range(0, 25, 2)",2.0,"(100, 10)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 18.990870755586183, '24_ahead': 23.7545632868387, '35_ahead': 27.852248096489795, '2_ahead': 14.802922657075584, '46_ahead': 30.199050288553281}"
774,"range(0, 25, 2)",2.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.034998338666908, '24_ahead': 18.451420241243387, '35_ahead': 18.944250891261184, '2_ahead': 6.3011824623697015, '46_ahead': 22.100153982791504}"
775,"range(0, 25, 2)",2.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.714933064873513, '24_ahead': 23.051032684761068, '35_ahead': 27.523238490451725, '2_ahead': 5.8395467003039219, '46_ahead': 30.802699104572458}"
776,"range(0, 25, 2)",2.0,"(100, 10)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.970186889184408, '24_ahead': 24.58156113371021, '35_ahead': 27.931197052839341, '2_ahead': 14.525297886360002, '46_ahead': 30.40754632259992}"
777,"range(0, 25, 2)",2.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.537906320629267, '24_ahead': 19.808057563675742, '35_ahead': 20.316350377413038, '2_ahead': 6.5109602583077386, '46_ahead': 21.823829755915977}"
778,"range(0, 25, 2)",2.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.523244336772859, '24_ahead': 22.954502040254209, '35_ahead': 27.31964156946842, '2_ahead': 7.1777926567408841, '46_ahead': 31.813068288623743}"
779,"range(0, 25, 2)",2.0,"(100, 10)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 22.771789562978412, '24_ahead': 27.081154388829926, '35_ahead': 27.838547808791414, '2_ahead': 14.786086058157071, '46_ahead': 34.269795965610527}"
780,"range(0, 25, 2)",3.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 18.122432855117697, '24_ahead': 20.810690732899076, '35_ahead': 24.281104270066962, '2_ahead': 9.3276810815321269, '46_ahead': 29.047466659152597}"
781,"range(0, 25, 2)",3.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 18.153297119221044, '24_ahead': 23.774244848808959, '35_ahead': 28.231490666338555, '2_ahead': 7.052335544306481, '46_ahead': 31.501216795471397}"
782,"range(0, 25, 2)",3.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 20.130254533327076, '24_ahead': 24.469730673356811, '35_ahead': 28.854404959798774, '2_ahead': 14.856756482699593, '46_ahead': 30.910961525318733}"
783,"range(0, 25, 2)",3.0,"(24,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.308346605075524, '24_ahead': 27.300510131146289, '35_ahead': 30.759403251230651, '2_ahead': 19.47335727935118, '46_ahead': 32.690073311251673}"
784,"range(0, 25, 2)",3.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.758771199537637, '24_ahead': 21.364810089521601, '35_ahead': 25.024192691433949, '2_ahead': 8.5901286227104787, '46_ahead': 28.559403960086335}"
785,"range(0, 25, 2)",3.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.462676810283718, '24_ahead': 24.115512322327831, '35_ahead': 27.989389536043038, '2_ahead': 6.2818036301331048, '46_ahead': 31.019549224850707}"
786,"range(0, 25, 2)",3.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.507474740192578, '24_ahead': 24.421498978038247, '35_ahead': 27.839818613076517, '2_ahead': 14.382600492175415, '46_ahead': 30.62445827417482}"
787,"range(0, 25, 2)",3.0,"(24,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.414661291346004, '24_ahead': 27.396770750820895, '35_ahead': 30.69642623789581, '2_ahead': 19.487572984543778, '46_ahead': 32.666832672310861}"
788,"range(0, 25, 2)",3.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.494395655997348, '24_ahead': 21.022752265119507, '35_ahead': 26.183885449890422, '2_ahead': 7.9125933115745255, '46_ahead': 27.469694685888467}"
789,"range(0, 25, 2)",3.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.145939880107147, '24_ahead': 23.361210069319487, '35_ahead': 27.831840104104085, '2_ahead': 6.9177500108537755, '46_ahead': 31.183498295490999}"
790,"range(0, 25, 2)",3.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 20.101288642700712, '24_ahead': 25.083222200147848, '35_ahead': 28.580108678929339, '2_ahead': 15.317487502801628, '46_ahead': 31.233830696859172}"
791,"range(0, 25, 2)",3.0,"(24,)",0.0001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.815844530308198, '24_ahead': 28.061771053790316, '35_ahead': 32.241315805674603, '2_ahead': 21.379821428134868, '46_ahead': 33.154333626722902}"
792,"range(0, 25, 2)",3.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 16.944644839605292, '24_ahead': 21.344792088807356, '35_ahead': 24.221968383765642, '2_ahead': 9.3088742290074418, '46_ahead': 28.061992556841325}"
793,"range(0, 25, 2)",3.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.439834196170729, '24_ahead': 24.58714566592646, '35_ahead': 28.025614712354688, '2_ahead': 6.3816682754263683, '46_ahead': 31.028039296028354}"
794,"range(0, 25, 2)",3.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 20.897045262719487, '24_ahead': 24.767302157914763, '35_ahead': 28.537691904288398, '2_ahead': 14.868791580083593, '46_ahead': 31.67341506807708}"
795,"range(0, 25, 2)",3.0,"(24,)",5e-05,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 24.000369090740698, '24_ahead': 27.736448788173124, '35_ahead': 29.81237908539465, '2_ahead': 19.919550674646704, '46_ahead': 32.760269141211516}"
796,"range(0, 25, 2)",3.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 15.175347877499187, '24_ahead': 19.559703299523743, '35_ahead': 23.647762235773357, '2_ahead': 6.7271078461304343, '46_ahead': 22.570262057962406}"
797,"range(0, 25, 2)",3.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 16.827241846867157, '24_ahead': 23.18926123372767, '35_ahead': 28.088260936422156, '2_ahead': 6.3785415193901622, '46_ahead': 31.340985745671436}"
798,"range(0, 25, 2)",3.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.48831488835982, '24_ahead': 24.132969559413688, '35_ahead': 27.589422434523122, '2_ahead': 14.639789922381917, '46_ahead': 30.295251516843013}"
799,"range(0, 25, 2)",3.0,"(100,)",0.001,964.0,"[964, 802, 633, 444, 420]",first_step_loc_3,"{'13_ahead': 23.085137916174656, '24_ahead': 27.071870580373098, '35_ahead': 29.922104736375093, '2_ahead': 18.968382753907019, '46_ahead': 32.460029383187717}"
800,"range(0, 25, 2)",3.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",final,"{'13_ahead': 14.981212800602909, '24_ahead': 19.353791032970236, '35_ahead': 22.343893111585299, '2_ahead': 6.6217829488975202, '46_ahead': 22.474946359104372}"
801,"range(0, 25, 2)",3.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_1,"{'13_ahead': 17.165282508089152, '24_ahead': 23.861519537351942, '35_ahead': 28.071803961495753, '2_ahead': 5.4539044833909793, '46_ahead': 31.514629950482551}"
802,"range(0, 25, 2)",3.0,"(100,)",0.0005,964.0,"[964, 802, 633, 444, 420]",first_step_loc_2,"{'13_ahead': 19.233889692743134, '24_ahead': 24.162594555899037, '35_ahead': 27.652581808437105, '2_ahead': 14.480384406182685, '46_ahead': 30.517713840204472}"
